"LLAVESDE","LLAVEVIV","LLAVEHOG","PAREN","PARENC","SEXO","EDAD","P3_6_1","P3_6_2","P3_6_3","P3_6_4","P3_6_5","P3_6_6","P3_6_7","P3_6_8","P3_7","P3_8","P3_9","P3_10","P3_11","P3_12","P3_13","CVEGEO","CVE_ENT","TLOC","MENOR10","EST_DIS","UPM_DIS","FAC_HOG","CONTROL","VIV_SEL","HOGAR","N_REN"
"141945904102","141945904","1419459041","3","","2","28","1","1","1","1","1","1","1","1","","2","09","","","","","14","14","1","2","0126","01900",2864,"1419459","04","1","02"
"141945904103","141945904","1419459041","3","","2","24","2","1","1","1","1","1","1","1","","2","09","","","2","02","14","14","1","2","0126","01900",2864,"1419459","04","1","03"
"141945904104","141945904","1419459041","3","","1","22","2","1","1","1","1","1","1","1","","2","09","","","1","","14","14","1","2","0126","01900",2864,"1419459","04","1","04"
"141945904105","141945904","1419459041","3","","1","16","2","1","1","1","1","1","1","1","","2","09","","","1","","14","14","1","2","0126","01900",2864,"1419459","04","1","05"
"141945905101","141945905","1419459051","1","","2","39","1","1","1","1","1","1","1","1","","3","09","","","","","14","14","1","2","0126","01900",2864,"1419459","05","1","01"
"141945905102","141945905","1419459051","3","","1","09","1","1","1","1","1","1","1","1","","3","09","","","1","","14","14","1","2","0126","01900",2864,"1419459","05","1","02"
"146008901101","146008901","1460089011","1","","1","86","1","3","1","1","1","1","1","1","2","3","03","","","","","14","14","4","1","0136","01901",3199,"1460089","01","1","01"
"146008901102","146008901","1460089011","2","","2","83","1","1","1","1","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01901",3199,"1460089","01","1","02"
"146008902101","146008902","1460089021","1","","2","40","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01901",3199,"1460089","02","1","01"
"146008902102","146008902","1460089021","3","","2","15","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01901",3199,"1460089","02","1","02"
"146008902103","146008902","1460089021","3","","2","11","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01901",3199,"1460089","02","1","03"
"146008903101","146008903","1460089031","1","","1","49","1","1","1","1","1","1","1","1","","3","09","","","","","14","14","4","1","0136","01901",3199,"1460089","03","1","01"
"146008903102","146008903","1460089031","2","","2","47","1","1","1","1","1","1","1","1","","3","09","","","","","14","14","4","1","0136","01901",3199,"1460089","03","1","02"
"146008903104","146008903","1460089031","3","","2","24","1","1","1","1","1","1","1","1","","3","09","","","2","10","14","14","4","1","0136","01901",3199,"1460089","03","1","04"
"146008903103","146008903","1460089031","3","","2","27","1","1","1","1","1","1","1","1","","3","09","","","","","14","14","4","1","0136","01901",3199,"1460089","03","1","03"
"146008903105","146008903","1460089031","3","","2","18","1","1","1","1","1","1","1","1","","3","09","","","1","","14","14","4","1","0136","01901",3199,"1460089","03","1","05"
"146008903106","146008903","1460089031","3","","2","11","1","1","1","1","1","1","1","1","","3","09","","","1","","14","14","4","1","0136","01901",3199,"1460089","03","1","06"
"146008904101","146008904","1460089041","1","","2","35","1","1","1","1","1","1","1","1","","3","02","","","","","14","14","4","1","0136","01901",3199,"1460089","04","1","01"
"146008904102","146008904","1460089041","7","403","2","33","1","1","1","2","1","1","1","1","","3","02","","","","","14","14","4","1","0136","01901",3199,"1460089","04","1","02"
"146008905101","146008905","1460089051","1","","2","73","1","1","1","1","1","1","1","1","","3","07","","","","","14","14","4","1","0136","01901",3199,"1460089","05","1","01"
"146008905103","146008905","1460089051","3","","1","46","1","1","1","1","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01901",3199,"1460089","05","1","03"
"146008905102","146008905","1460089051","4","","1","26","1","1","1","1","1","1","1","1","","3","09","","","","","14","14","4","1","0136","01901",3199,"1460089","05","1","02"
"146008905104","146008905","1460089051","7","411","1","11","1","1","1","1","1","1","1","1","","3","03","","","1","","14","14","4","1","0136","01901",3199,"1460089","05","1","04"
"146008906101","146008906","1460089061","1","","2","84","1","1","2","3","1","1","1","1","1","1","03","","","","","14","14","4","1","0136","01901",3199,"1460089","06","1","01"
"146008906102","146008906","1460089061","4","","2","28","1","1","1","1","1","1","1","1","","3","08","","","","","14","14","4","1","0136","01901",3199,"1460089","06","1","02"
"146008906103","146008906","1460089061","7","411","2","06","1","1","1","1","1","1","1","1","","3","08","","","1","","14","14","4","1","0136","01901",3199,"1460089","06","1","03"
"146008906104","146008906","1460089061","7","411","1","00","1","1","1","1","1","1","1","1","","3","08","2","1","","","14","14","4","1","0136","01901",3199,"1460089","06","1","04"
"146008907101","146008907","1460089071","1","","1","76","1","2","1","2","1","1","1","1","","3","09","","","","","14","14","4","1","0136","01901",3199,"1460089","07","1","01"
"146008907102","146008907","1460089071","2","","2","67","1","1","1","2","1","1","1","1","","3","09","","","","","14","14","4","1","0136","01901",3199,"1460089","07","1","02"
"146008907104","146008907","1460089071","3","","2","42","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01901",3199,"1460089","07","1","04"
"146008907103","146008907","1460089071","3","","1","50","1","1","1","1","1","1","1","1","","3","09","","","","","14","14","4","1","0136","01901",3199,"1460089","07","1","03"
"146008908101","146008908","1460089081","1","","2","50","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01901",3199,"1460089","08","1","01"
"146008908104","146008908","1460089081","3","","1","10","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01901",3199,"1460089","08","1","04"
"146008908102","146008908","1460089081","3","","1","25","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01901",3199,"1460089","08","1","02"
"146008908103","146008908","1460089081","3","","2","19","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01901",3199,"1460089","08","1","03"
"146008909101","146008909","1460089091","1","","2","28","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01901",3199,"1460089","09","1","01"
"146008909102","146008909","1460089091","3","","2","10","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01901",3199,"1460089","09","1","02"
"146008909103","146008909","1460089091","3","","1","07","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01901",3199,"1460089","09","1","03"
"146008910101","146008910","1460089101","1","","1","71","1","1","1","2","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01901",3199,"1460089","10","1","01"
"146008910102","146008910","1460089101","2","","2","59","1","1","1","1","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01901",3199,"1460089","10","1","02"
"146008910103","146008910","1460089101","3","","1","21","1","1","1","1","1","1","1","1","","3","09","","","2","02","14","14","4","1","0136","01901",3199,"1460089","10","1","03"
"146008911101","146008911","1460089111","1","","1","50","2","1","1","1","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01901",3199,"1460089","11","1","01"
"146008911102","146008911","1460089111","2","","2","48","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01901",3199,"1460089","11","1","02"
"146008911103","146008911","1460089111","3","","2","27","1","1","1","1","1","1","1","1","","3","02","","","","","14","14","4","1","0136","01901",3199,"1460089","11","1","03"
"146008911104","146008911","1460089111","3","","1","22","1","1","1","1","1","1","1","1","","3","02","","","1","","14","14","4","1","0136","01901",3199,"1460089","11","1","04"
"146008912101","146008912","1460089121","1","","1","32","1","1","1","1","1","1","1","1","","3","08","","","","","14","14","4","1","0136","01901",3199,"1460089","12","1","01"
"146008912102","146008912","1460089121","2","","2","27","1","1","1","1","1","1","1","1","","3","08","","","","","14","14","4","1","0136","01901",3199,"1460089","12","1","02"
"146008912103","146008912","1460089121","3","","1","04","1","1","1","1","1","1","1","1","","2","08","1","","","","14","14","4","1","0136","01901",3199,"1460089","12","1","03"
"146008913101","146008913","1460089131","1","","2","92","1","1","2","2","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01901",3199,"1460089","13","1","01"
"146008913102","146008913","1460089131","3","","2","50","1","1","1","1","1","1","1","1","","3","02","","","","","14","14","4","1","0136","01901",3199,"1460089","13","1","02"
"146008913104","146008913","1460089131","4","","2","20","1","1","1","1","1","1","1","1","","3","01","","","2","06","14","14","4","1","0136","01901",3199,"1460089","13","1","04"
"146008913103","146008913","1460089131","5","","1","55","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01901",3199,"1460089","13","1","03"
"146008913106","146008913","1460089131","7","411","1","02","1","1","1","1","1","1","1","1","","3","01","2","6","","","14","14","4","1","0136","01901",3199,"1460089","13","1","06"
"146008913105","146008913","1460089131","8","","1","29","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01901",3199,"1460089","13","1","05"
"146008914101","146008914","1460089141","1","","1","73","2","1","1","3","1","2","1","1","2","3","09","","","","","14","14","4","1","0136","01901",3199,"1460089","14","1","01"
"146008915101","146008915","1460089151","1","","1","52","1","1","1","1","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01901",3199,"1460089","15","1","01"
"146008915102","146008915","1460089151","2","","2","52","1","1","1","1","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01901",3199,"1460089","15","1","02"
"146008915103","146008915","1460089151","3","","2","14","1","1","1","1","1","1","1","1","","3","09","","","1","","14","14","4","1","0136","01901",3199,"1460089","15","1","03"
"146008915201","146008915","1460089152","1","","1","23","1","1","1","1","1","1","1","1","","3","03","","","2","02","14","14","4","1","0136","01901",3199,"1460089","15","2","01"
"146008915202","146008915","1460089152","2","","2","31","1","1","1","1","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01901",3199,"1460089","15","2","02"
"146008915203","146008915","1460089152","3","","1","03","1","1","1","1","1","1","1","1","","3","03","1","","","","14","14","4","1","0136","01901",3199,"1460089","15","2","03"
"146008915204","146008915","1460089152","3","","1","02","1","1","1","1","1","1","1","1","","3","03","2","1","","","14","14","4","1","0136","01901",3199,"1460089","15","2","04"
"146008916101","146008916","1460089161","1","","2","51","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01901",3199,"1460089","16","1","01"
"146008916104","146008916","1460089161","3","","2","14","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01901",3199,"1460089","16","1","04"
"146008916102","146008916","1460089161","3","","1","32","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01901",3199,"1460089","16","1","02"
"146008916103","146008916","1460089161","7","413","1","37","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01901",3199,"1460089","16","1","03"
"146008917101","146008917","1460089171","1","","1","68","1","1","1","1","1","1","1","1","","3","05","","","","","14","14","4","1","0136","01901",3199,"1460089","17","1","01"
"146008917102","146008917","1460089171","2","","2","62","1","1","1","1","2","1","1","1","","3","05","","","","","14","14","4","1","0136","01901",3199,"1460089","17","1","02"
"146008920101","146008920","1460089201","1","","1","60","1","1","1","1","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01901",3199,"1460089","20","1","01"
"146008920102","146008920","1460089201","2","","2","57","1","1","1","1","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01901",3199,"1460089","20","1","02"
"146008920104","146008920","1460089201","3","","2","23","1","1","1","1","1","1","1","1","","3","01","","","2","10","14","14","4","1","0136","01901",3199,"1460089","20","1","04"
"146008920103","146008920","1460089201","6","","2","84","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01901",3199,"1460089","20","1","03"
"146024101101","146024101","1460241011","1","","1","47","1","1","1","1","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01902",3100,"1460241","01","1","01"
"146024101102","146024101","1460241011","2","","2","35","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","01","1","02"
"146024101103","146024101","1460241011","3","","2","10","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01902",3100,"1460241","01","1","03"
"146024101104","146024101","1460241011","3","","1","09","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01902",3100,"1460241","01","1","04"
"146024101105","146024101","1460241011","3","","2","06","1","1","1","1","1","1","1","1","","3","03","","","1","","14","14","4","1","0136","01902",3100,"1460241","01","1","05"
"146024101106","146024101","1460241011","3","","1","06","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01902",3100,"1460241","01","1","06"
"146024102101","146024102","1460241021","1","","1","31","1","1","1","1","1","1","1","1","","3","07","","","","","14","14","4","1","0136","01902",3100,"1460241","02","1","01"
"146024102102","146024102","1460241021","2","","2","25","1","1","1","1","1","1","1","1","","3","07","","","","","14","14","4","1","0136","01902",3100,"1460241","02","1","02"
"146024102103","146024102","1460241021","3","","2","04","1","1","1","1","1","1","1","1","","3","07","1","","","","14","14","4","1","0136","01902",3100,"1460241","02","1","03"
"146024103101","146024103","1460241031","1","","1","58","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","03","1","01"
"146024103102","146024103","1460241031","2","","2","52","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","03","1","02"
"146024103103","146024103","1460241031","3","","1","35","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","03","1","03"
"146024104101","146024104","1460241041","1","","2","29","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","04","1","01"
"146024104102","146024104","1460241041","3","","2","09","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01902",3100,"1460241","04","1","02"
"146024104103","146024104","1460241041","3","","1","04","1","1","1","1","1","1","1","1","","3","01","1","","","","14","14","4","1","0136","01902",3100,"1460241","04","1","03"
"146024105101","146024105","1460241051","1","","1","48","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","05","1","01"
"146024105102","146024105","1460241051","2","","2","29","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","05","1","02"
"146024105103","146024105","1460241051","3","","2","13","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01902",3100,"1460241","05","1","03"
"146024105104","146024105","1460241051","3","","2","10","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01902",3100,"1460241","05","1","04"
"146024105105","146024105","1460241051","3","","2","07","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01902",3100,"1460241","05","1","05"
"146024105106","146024105","1460241051","3","","1","01","1","1","1","1","1","1","1","1","","3","01","2","1","","","14","14","4","1","0136","01902",3100,"1460241","05","1","06"
"146024106101","146024106","1460241061","1","","1","60","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","06","1","01"
"146024106102","146024106","1460241061","2","","2","53","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","06","1","02"
"146024106103","146024106","1460241061","3","","2","35","1","1","1","1","1","1","1","1","","3","02","","","","","14","14","4","1","0136","01902",3100,"1460241","06","1","03"
"146024106109","146024106","1460241061","3","","2","10","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01902",3100,"1460241","06","1","09"
"146024106106","146024106","1460241061","3","","1","16","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01902",3100,"1460241","06","1","06"
"146024106104","146024106","1460241061","3","","1","31","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","06","1","04"
"146024106105","146024106","1460241061","3","","1","28","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","06","1","05"
"146024106107","146024106","1460241061","4","","1","14","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01902",3100,"1460241","06","1","07"
"146024106108","146024106","1460241061","4","","2","12","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01902",3100,"1460241","06","1","08"
"146024106110","146024106","1460241061","4","","1","05","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01902",3100,"1460241","06","1","10"
"146024106111","146024106","1460241061","5","","1","24","1","1","1","1","1","1","1","1","","3","01","","","2","02","14","14","4","1","0136","01902",3100,"1460241","06","1","11"
"146024106201","146024106","1460241062","1","","1","30","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","06","2","01"
"146024106202","146024106","1460241062","2","","2","27","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","06","2","02"
"146024106203","146024106","1460241062","3","","2","02","1","1","1","1","1","1","1","1","","3","08","2","1","","","14","14","4","1","0136","01902",3100,"1460241","06","2","03"
"146024107101","146024107","1460241071","1","","1","53","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","07","1","01"
"146024107102","146024107","1460241071","2","","2","46","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","07","1","02"
"146024109101","146024109","1460241091","1","","1","33","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","09","1","01"
"146024109102","146024109","1460241091","2","","2","33","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","09","1","02"
"146024109103","146024109","1460241091","3","","2","09","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01902",3100,"1460241","09","1","03"
"146024109104","146024109","1460241091","3","","1","04","1","1","1","1","1","1","1","1","","3","01","1","","","","14","14","4","1","0136","01902",3100,"1460241","09","1","04"
"146024110101","146024110","1460241101","1","","1","27","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","10","1","01"
"146024111101","146024111","1460241111","1","","1","32","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","11","1","01"
"146024111102","146024111","1460241111","2","","2","30","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","11","1","02"
"146024111103","146024111","1460241111","3","","1","10","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01902",3100,"1460241","11","1","03"
"146024112101","146024112","1460241121","1","","2","76","1","1","1","1","1","1","1","1","","3","08","","","","","14","14","4","1","0136","01902",3100,"1460241","12","1","01"
"146024113101","146024113","1460241131","1","","1","62","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","13","1","01"
"146024113102","146024113","1460241131","2","","2","59","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","13","1","02"
"146024113103","146024113","1460241131","3","","2","29","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","13","1","03"
"146024113104","146024113","1460241131","3","","2","36","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","13","1","04"
"146024113105","146024113","1460241131","4","","2","14","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01902",3100,"1460241","13","1","05"
"146024113106","146024113","1460241131","4","","2","08","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01902",3100,"1460241","13","1","06"
"146024113107","146024113","1460241131","4","","2","05","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01902",3100,"1460241","13","1","07"
"146024114101","146024114","1460241141","1","","2","41","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","14","1","01"
"146024114104","146024114","1460241141","3","","2","11","1","1","1","1","1","1","1","1","","3","08","","","1","","14","14","4","1","0136","01902",3100,"1460241","14","1","04"
"146024114103","146024114","1460241141","3","","2","15","1","1","1","1","1","1","1","1","","1","08","","","1","","14","14","4","1","0136","01902",3100,"1460241","14","1","03"
"146024114102","146024114","1460241141","3","","1","16","1","1","1","1","1","1","1","1","","3","08","","","2","11","14","14","4","1","0136","01902",3100,"1460241","14","1","02"
"146024116101","146024116","1460241161","1","","1","58","1","1","1","2","1","1","1","1","","3","08","","","","","14","14","4","1","0136","01902",3100,"1460241","16","1","01"
"146024116102","146024116","1460241161","2","","2","56","1","1","1","1","1","1","1","1","","3","08","","","","","14","14","4","1","0136","01902",3100,"1460241","16","1","02"
"146024116103","146024116","1460241161","3","","2","33","1","1","1","1","1","1","1","1","","3","08","","","","","14","14","4","1","0136","01902",3100,"1460241","16","1","03"
"146024117101","146024117","1460241171","1","","2","26","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","17","1","01"
"146024117102","146024117","1460241171","3","","1","13","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01902",3100,"1460241","17","1","02"
"146024117103","146024117","1460241171","3","","1","09","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01902",3100,"1460241","17","1","03"
"146024118101","146024118","1460241181","1","","1","64","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","18","1","01"
"146024118102","146024118","1460241181","2","","2","60","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","18","1","02"
"146024118103","146024118","1460241181","4","","2","16","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01902",3100,"1460241","18","1","03"
"146024118104","146024118","1460241181","4","","2","14","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01902",3100,"1460241","18","1","04"
"146024118105","146024118","1460241181","4","","1","13","1","1","1","1","1","1","1","1","","3","01","","","1","","14","14","4","1","0136","01902",3100,"1460241","18","1","05"
"146024119101","146024119","1460241191","1","","1","58","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","19","1","01"
"146024119102","146024119","1460241191","2","","2","55","1","1","1","1","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01902",3100,"1460241","19","1","02"
"146024119103","146024119","1460241191","3","","1","24","1","1","1","1","1","1","1","1","","3","01","","","2","03","14","14","4","1","0136","01902",3100,"1460241","19","1","03"
"146024119104","146024119","1460241191","3","","1","22","1","1","1","1","1","1","1","1","","3","01","","","2","03","14","14","4","1","0136","01902",3100,"1460241","19","1","04"
"146024119105","146024119","1460241191","3","","2","17","1","1","1","1","1","1","1","1","","3","01","","","2","03","14","14","4","1","0136","01902",3100,"1460241","19","1","05"
"146024120101","146024120","1460241201","1","","1","67","1","2","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","20","1","01"
"146024120102","146024120","1460241201","2","","2","65","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","20","1","02"
"146024120104","146024120","1460241201","3","","2","29","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","20","1","04"
"146024120106","146024120","1460241201","4","","2","00","1","1","1","1","1","1","1","1","","3","01","2","4","","","14","14","4","1","0136","01902",3100,"1460241","20","1","06"
"146024120105","146024120","1460241201","4","","1","02","1","1","1","1","1","1","1","1","","3","01","2","6","","","14","14","4","1","0136","01902",3100,"1460241","20","1","05"
"146024120103","146024120","1460241201","5","","1","25","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01902",3100,"1460241","20","1","03"
"146168901101","146168901","1461689011","1","","1","56","1","2","1","1","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01903",3073,"1461689","01","1","01"
"146168901102","146168901","1461689011","2","","2","56","1","1","1","1","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01903",3073,"1461689","01","1","02"
"146168901103","146168901","1461689011","3","","2","33","1","1","1","1","1","1","1","1","","3","02","","","","","14","14","4","1","0136","01903",3073,"1461689","01","1","03"
"146168901106","146168901","1461689011","3","","2","01","1","1","1","1","1","1","1","1","","3","02","2","1","","","14","14","4","1","0136","01903",3073,"1461689","01","1","06"
"146168901104","146168901","1461689011","3","","1","32","1","1","1","1","1","1","1","1","","3","05","","","","","14","14","4","1","0136","01903",3073,"1461689","01","1","04"
"146168901105","146168901","1461689011","4","","2","04","1","1","1","2","1","1","1","1","","3","02","1","","","","14","14","4","1","0136","01903",3073,"1461689","01","1","05"
"146168902101","146168902","1461689021","1","","2","73","1","1","2","2","2","1","1","1","","3","01","","","","","14","14","4","1","0136","01903",3073,"1461689","02","1","01"
"146168903101","146168903","1461689031","1","","1","47","1","1","1","1","1","1","1","1","","3","02","","","","","14","14","4","1","0136","01903",3073,"1461689","03","1","01"
"146168903102","146168903","1461689031","2","","2","46","1","1","1","1","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01903",3073,"1461689","03","1","02"
"146168903103","146168903","1461689031","3","","1","21","1","1","1","1","1","1","1","1","","3","02","","","1","","14","14","4","1","0136","01903",3073,"1461689","03","1","03"
"146168903104","146168903","1461689031","3","","2","23","1","1","1","1","1","1","1","1","","3","02","","","1","","14","14","4","1","0136","01903",3073,"1461689","03","1","04"
"146168904101","146168904","1461689041","1","","1","63","1","1","1","1","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01903",3073,"1461689","04","1","01"
"146168904102","146168904","1461689041","2","","2","53","1","1","1","3","1","1","1","1","2","3","03","","","","","14","14","4","1","0136","01903",3073,"1461689","04","1","02"
"146168904105","146168904","1461689041","3","","2","19","2","1","1","1","1","1","1","1","","3","04","","","1","","14","14","4","1","0136","01903",3073,"1461689","04","1","05"
"146168904103","146168904","1461689041","3","","2","23","1","1","1","1","1","1","1","1","","3","04","","","1","","14","14","4","1","0136","01903",3073,"1461689","04","1","03"
"146168904104","146168904","1461689041","3","","1","20","1","1","1","1","1","1","1","1","","3","04","","","1","","14","14","4","1","0136","01903",3073,"1461689","04","1","04"
"146168905101","146168905","1461689051","1","","1","63","4","1","1","3","1","4","1","1","1","1","03","","","","","14","14","4","1","0136","01903",3073,"1461689","05","1","01"
"146168905102","146168905","1461689051","2","","2","65","1","1","1","1","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01903",3073,"1461689","05","1","02"
"146168906101","146168906","1461689061","1","","1","56","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01903",3073,"1461689","06","1","01"
"146168906102","146168906","1461689061","2","","2","56","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01903",3073,"1461689","06","1","02"
"146168906103","146168906","1461689061","3","","1","32","1","1","1","1","1","1","1","1","","3","01","","","","","14","14","4","1","0136","01903",3073,"1461689","06","1","03"
"146168907101","146168907","1461689071","1","","2","60","1","1","1","1","1","1","1","1","","3","07","","","","","14","14","4","1","0136","01903",3073,"1461689","07","1","01"
"146168907102","146168907","1461689071","3","","1","23","1","1","1","1","1","1","1","1","","3","03","","","1","","14","14","4","1","0136","01903",3073,"1461689","07","1","02"
"146168908101","146168908","1461689081","1","","1","26","1","1","1","1","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01903",3073,"1461689","08","1","01"
"146168908102","146168908","1461689081","2","","2","24","1","1","1","1","2","1","1","1","","3","03","","","2","08","14","14","4","1","0136","01903",3073,"1461689","08","1","02"
"146168908103","146168908","1461689081","3","","1","08","1","1","1","1","1","1","1","1","","3","03","","","1","","14","14","4","1","0136","01903",3073,"1461689","08","1","03"
"146168909101","146168909","1461689091","1","","1","75","1","1","1","2","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01903",3073,"1461689","09","1","01"
"146168909102","146168909","1461689091","2","","2","67","1","1","1","2","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01903",3073,"1461689","09","1","02"
"146168909103","146168909","1461689091","3","","1","33","1","1","1","1","1","1","1","1","","3","03","","","","","14","14","4","1","0136","01903",3073,"1461689","09","1","03"
