"LLAVESDE","LLAVEVIV","LLAVEHOG","PAREN","PARENC","SEXO","EDAD","P3_6_1","P3_6_2","P3_6_3","P3_6_4","P3_6_5","P3_6_6","P3_6_7","P3_6_8","P3_7","P3_8","P3_9","P3_10","P3_11","P3_12","P3_13","CVEGEO","CVE_ENT","TLOC","MENOR10","EST_DIS","UPM_DIS","FAC_HOG","CONTROL","VIV_SEL","HOGAR","N_REN"
"010009401101","010009401","0100094011","1","","2","59","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00001",509,"0100094","01","1","01"
"010009401103","010009401","0100094011","3","","1","25","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00001",509,"0100094","01","1","03"
"010009401102","010009401","0100094011","3","","2","33","2","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00001",509,"0100094","01","1","02"
"010009401105","010009401","0100094011","3","","1","09","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0001","00001",509,"0100094","01","1","05"
"010009401104","010009401","0100094011","4","","1","09","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0001","00001",509,"0100094","01","1","04"
"010009402101","010009402","0100094021","1","","1","41","1","2","1","1","1","1","1","1","","3","04","","","","","01","01","1","2","0001","00001",509,"0100094","02","1","01"
"010009402102","010009402","0100094021","2","","2","42","1","1","2","2","1","1","1","1","","3","04","","","","","01","01","1","2","0001","00001",509,"0100094","02","1","02"
"010009402105","010009402","0100094021","3","","2","08","1","1","1","1","1","1","1","1","","3","04","","","1","","01","01","1","2","0001","00001",509,"0100094","02","1","05"
"010009402104","010009402","0100094021","3","","1","14","1","1","1","1","1","1","1","1","","3","04","","","1","","01","01","1","2","0001","00001",509,"0100094","02","1","04"
"010009402103","010009402","0100094021","5","","1","70","1","1","1","1","1","1","1","1","","3","04","","","","","01","01","1","2","0001","00001",509,"0100094","02","1","03"
"010009403101","010009403","0100094031","1","","1","53","1","1","1","1","1","1","1","1","","3","01","","","","","01","01","1","2","0001","00001",509,"0100094","03","1","01"
"010009403102","010009403","0100094031","2","","2","43","1","1","1","1","1","1","1","1","","3","01","","","","","01","01","1","2","0001","00001",509,"0100094","03","1","02"
"010009403104","010009403","0100094031","3","","2","19","1","1","1","1","1","1","1","1","","3","01","","","2","03","01","01","1","2","0001","00001",509,"0100094","03","1","04"
"010009403103","010009403","0100094031","3","","1","27","1","1","1","1","1","1","1","1","","3","01","","","","","01","01","1","2","0001","00001",509,"0100094","03","1","03"
"010009404101","010009404","0100094041","1","","1","31","1","1","1","1","1","1","1","1","","3","08","","","","","01","01","1","2","0001","00001",509,"0100094","04","1","01"
"010009404102","010009404","0100094041","2","","2","32","1","1","1","1","1","1","1","1","","3","08","","","","","01","01","1","2","0001","00001",509,"0100094","04","1","02"
"010009404104","010009404","0100094041","3","","2","01","1","1","1","1","1","1","1","1","","3","08","2","1","","","01","01","1","2","0001","00001",509,"0100094","04","1","04"
"010009404103","010009404","0100094041","3","","2","04","1","1","1","1","1","1","1","1","","3","08","1","","","","01","01","1","2","0001","00001",509,"0100094","04","1","03"
"010009405101","010009405","0100094051","1","","1","28","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0001","00001",509,"0100094","05","1","01"
"010009405102","010009405","0100094051","2","","2","25","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0001","00001",509,"0100094","05","1","02"
"010009405103","010009405","0100094051","3","","1","02","1","1","1","1","1","1","1","1","","3","08","2","1","","","01","01","1","2","0001","00001",509,"0100094","05","1","03"
"010009405104","010009405","0100094051","3","","1","00","1","1","1","1","1","1","1","1","","3","08","2","1","","","01","01","1","2","0001","00001",509,"0100094","05","1","04"
"010011402101","010011402","0100114021","1","","1","43","2","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0002","00002",581,"0100114","02","1","01"
"010011402102","010011402","0100114021","2","","2","43","2","2","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0002","00002",581,"0100114","02","1","02"
"010011402103","010011402","0100114021","3","","1","16","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0002","00002",581,"0100114","02","1","03"
"010011402104","010011402","0100114021","3","","2","09","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0002","00002",581,"0100114","02","1","04"
"010011403101","010011403","0100114031","1","","1","45","1","1","1","1","1","1","1","1","","3","05","","","","","01","01","1","2","0002","00002",581,"0100114","03","1","01"
"010011403102","010011403","0100114031","2","","2","40","2","1","1","1","1","1","1","1","","3","05","","","","","01","01","1","2","0002","00002",581,"0100114","03","1","02"
"010011403105","010011403","0100114031","3","","2","04","1","1","1","1","1","1","1","1","","3","05","1","","","","01","01","1","2","0002","00002",581,"0100114","03","1","05"
"010011403104","010011403","0100114031","3","","2","10","1","1","1","1","1","1","1","1","","3","05","","","1","","01","01","1","2","0002","00002",581,"0100114","03","1","04"
"010011403103","010011403","0100114031","3","","1","14","1","1","1","1","1","1","1","1","","3","05","","","1","","01","01","1","2","0002","00002",581,"0100114","03","1","03"
"010011404101","010011404","0100114041","1","","1","25","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0002","00002",581,"0100114","04","1","01"
"010011404102","010011404","0100114041","2","","2","24","1","1","1","1","1","1","1","1","","3","09","","","2","11","01","01","1","2","0002","00002",581,"0100114","04","1","02"
"010011404103","010011404","0100114041","3","","2","05","1","1","1","1","1","1","1","1","","3","09","","","2","11","01","01","1","2","0002","00002",581,"0100114","04","1","03"
"010011404104","010011404","0100114041","3","","1","07","1","1","1","1","1","1","1","1","","3","09","","","2","11","01","01","1","2","0002","00002",581,"0100114","04","1","04"
"010011405101","010011405","0100114051","1","","1","37","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0002","00002",581,"0100114","05","1","01"
"010011405102","010011405","0100114051","2","","2","36","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0002","00002",581,"0100114","05","1","02"
"010011405103","010011405","0100114051","3","","2","04","1","1","1","1","1","1","1","1","","3","03","1","","","","01","01","1","2","0002","00002",581,"0100114","05","1","03"
"010011405104","010011405","0100114051","3","","1","07","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0002","00002",581,"0100114","05","1","04"
"010011801101","010011801","0100118011","1","","1","30","1","1","1","1","2","1","1","2","","3","08","","","","","01","01","1","2","0002","00003",509,"0100118","01","1","01"
"010011801102","010011801","0100118011","2","","2","35","1","1","1","1","1","1","1","1","","3","08","","","","","01","01","1","2","0002","00003",509,"0100118","01","1","02"
"010011801103","010011801","0100118011","3","","1","07","1","1","1","1","1","1","1","1","","3","08","","","1","","01","01","1","2","0002","00003",509,"0100118","01","1","03"
"010011801104","010011801","0100118011","3","","2","02","1","1","1","1","1","1","1","1","","3","08","1","","","","01","01","1","2","0002","00003",509,"0100118","01","1","04"
"010011802101","010011802","0100118021","1","","1","48","2","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0002","00003",509,"0100118","02","1","01"
"010011802102","010011802","0100118021","2","","2","47","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0002","00003",509,"0100118","02","1","02"
"010011802104","010011802","0100118021","3","","2","12","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0002","00003",509,"0100118","02","1","04"
"010011802103","010011802","0100118021","3","","1","21","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0002","00003",509,"0100118","02","1","03"
"010011804101","010011804","0100118041","1","","2","42","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0002","00003",509,"0100118","04","1","01"
"010011804102","010011804","0100118041","3","","1","21","1","1","1","1","1","1","1","1","","3","09","","","1","","01","01","1","2","0002","00003",509,"0100118","04","1","02"
"010011804103","010011804","0100118041","3","","2","14","1","1","1","1","1","1","1","1","","3","09","","","1","","01","01","1","2","0002","00003",509,"0100118","04","1","03"
"010011805101","010011805","0100118051","1","","1","51","2","1","1","1","1","1","1","1","","3","05","","","","","01","01","1","2","0002","00003",509,"0100118","05","1","01"
"010011805102","010011805","0100118051","3","","1","23","4","1","1","1","1","1","1","1","2","3","08","","","1","","01","01","1","2","0002","00003",509,"0100118","05","1","02"
"010014301101","010014301","0100143011","1","","1","60","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00004",530,"0100143","01","1","01"
"010014301102","010014301","0100143011","2","","2","54","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00004",530,"0100143","01","1","02"
"010014301103","010014301","0100143011","3","","1","32","1","1","1","1","1","1","1","1","","3","08","","","","","01","01","1","2","0001","00004",530,"0100143","01","1","03"
"010014301104","010014301","0100143011","3","","2","23","1","1","1","1","1","1","1","1","","3","03","","","2","10","01","01","1","2","0001","00004",530,"0100143","01","1","04"
"010014302101","010014302","0100143021","1","","1","64","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00004",530,"0100143","02","1","01"
"010014302102","010014302","0100143021","2","","2","58","1","1","1","1","1","1","1","1","","3","08","","","","","01","01","1","2","0001","00004",530,"0100143","02","1","02"
"010014303101","010014303","0100143031","1","","1","31","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00004",530,"0100143","03","1","01"
"010014303102","010014303","0100143031","2","","2","36","1","1","1","1","1","1","1","1","","3","08","","","","","01","01","1","2","0001","00004",530,"0100143","03","1","02"
"010014303104","010014303","0100143031","3","","2","07","1","1","1","1","1","1","1","1","","3","08","","","1","","01","01","1","2","0001","00004",530,"0100143","03","1","04"
"010014303103","010014303","0100143031","3","","1","10","1","1","1","1","1","1","1","1","","3","08","","","1","","01","01","1","2","0001","00004",530,"0100143","03","1","03"
"010014304101","010014304","0100143041","1","","1","86","3","2","3","4","2","2","2","2","1","1","05","","","","","01","01","1","2","0001","00004",530,"0100143","04","1","01"
"010014305101","010014305","0100143051","1","","1","65","1","1","2","1","1","2","1","1","","3","03","","","","","01","01","1","2","0001","00004",530,"0100143","05","1","01"
"010014305102","010014305","0100143051","2","","2","58","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00004",530,"0100143","05","1","02"
"010014601101","010014601","0100146011","1","","1","58","1","1","1","2","2","1","1","1","","3","03","","","","","01","01","1","2","0001","00005",442,"0100146","01","1","01"
"010014601102","010014601","0100146011","2","","2","59","1","1","1","1","2","1","1","1","","3","09","","","","","01","01","1","2","0001","00005",442,"0100146","01","1","02"
"010014601103","010014601","0100146011","3","","1","22","1","1","1","1","1","1","1","1","","3","09","","","2","01","01","01","1","2","0001","00005",442,"0100146","01","1","03"
"010014603101","010014603","0100146031","1","","1","33","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00005",442,"0100146","03","1","01"
"010014603102","010014603","0100146031","2","","2","36","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00005",442,"0100146","03","1","02"
"010014603104","010014603","0100146031","3","","1","04","1","1","1","3","1","1","1","1","1","1","08","1","","","","01","01","1","2","0001","00005",442,"0100146","03","1","04"
"010014603103","010014603","0100146031","3","","1","06","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0001","00005",442,"0100146","03","1","03"
"010014604101","010014604","0100146041","1","","1","63","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00005",442,"0100146","04","1","01"
"010014604102","010014604","0100146041","2","","2","62","1","1","1","1","1","1","1","1","","3","06","","","","","01","01","1","2","0001","00005",442,"0100146","04","1","02"
"010014605101","010014605","0100146051","1","","1","70","2","1","1","1","1","1","1","1","","3","08","","","","","01","01","1","2","0001","00005",442,"0100146","05","1","01"
"010014605102","010014605","0100146051","2","","2","69","2","1","1","1","1","1","1","1","","3","08","","","","","01","01","1","2","0001","00005",442,"0100146","05","1","02"
"010014605103","010014605","0100146051","3","","2","39","1","1","1","1","1","1","1","1","","3","08","","","","","01","01","1","2","0001","00005",442,"0100146","05","1","03"
"010014605104","010014605","0100146051","4","","2","08","1","1","1","1","1","1","1","1","","3","08","","","1","","01","01","1","2","0001","00005",442,"0100146","05","1","04"
"010018701101","010018701","0100187011","1","","2","48","1","1","1","1","1","1","1","1","","3","08","","","","","01","01","1","2","0002","00006",481,"0100187","01","1","01"
"010018701102","010018701","0100187011","3","","1","14","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0002","00006",481,"0100187","01","1","02"
"010018701103","010018701","0100187011","3","","2","15","1","1","1","1","1","1","1","1","","3","09","","","1","","01","01","1","2","0002","00006",481,"0100187","01","1","03"
"010018701104","010018701","0100187011","3","","1","19","1","1","1","1","1","1","1","1","","3","09","","","1","","01","01","1","2","0002","00006",481,"0100187","01","1","04"
"010018701105","010018701","0100187011","3","","1","25","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0002","00006",481,"0100187","01","1","05"
"010018702101","010018702","0100187021","1","","1","43","1","1","1","1","1","1","1","1","","3","05","","","","","01","01","1","2","0002","00006",481,"0100187","02","1","01"
"010018702102","010018702","0100187021","2","","2","43","1","1","1","1","1","1","1","1","","3","05","","","","","01","01","1","2","0002","00006",481,"0100187","02","1","02"
"010018702103","010018702","0100187021","3","","1","13","1","1","1","1","1","1","1","1","","3","05","","","1","","01","01","1","2","0002","00006",481,"0100187","02","1","03"
"010018702104","010018702","0100187021","3","","1","12","1","1","1","1","1","1","1","1","","3","05","","","1","","01","01","1","2","0002","00006",481,"0100187","02","1","04"
"010018703101","010018703","0100187031","1","","2","47","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0002","00006",481,"0100187","03","1","01"
"010018703102","010018703","0100187031","3","","2","21","1","1","1","1","1","1","1","1","","3","03","","","2","01","01","01","1","2","0002","00006",481,"0100187","03","1","02"
"010018703103","010018703","0100187031","3","","1","17","1","1","1","1","1","1","1","1","","3","01","","","1","","01","01","1","2","0002","00006",481,"0100187","03","1","03"
"010018704101","010018704","0100187041","1","","1","50","1","1","1","1","1","1","1","1","","3","01","","","","","01","01","1","2","0002","00006",481,"0100187","04","1","01"
"010018704102","010018704","0100187041","2","","2","50","1","1","1","1","1","1","1","1","","3","01","","","","","01","01","1","2","0002","00006",481,"0100187","04","1","02"
"010018704103","010018704","0100187041","3","","1","28","1","1","1","1","1","1","1","1","","3","01","","","","","01","01","1","2","0002","00006",481,"0100187","04","1","03"
"010018704104","010018704","0100187041","3","","1","22","1","1","1","1","1","1","1","1","","3","01","","","2","01","01","01","1","2","0002","00006",481,"0100187","04","1","04"
"010018705101","010018705","0100187051","1","","1","77","1","1","1","1","1","1","1","1","","3","05","","","","","01","01","1","2","0002","00006",481,"0100187","05","1","01"
"010018705102","010018705","0100187051","2","","2","72","1","1","1","1","1","1","1","1","","3","05","","","","","01","01","1","2","0002","00006",481,"0100187","05","1","02"
"010018705103","010018705","0100187051","4","","1","14","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0002","00006",481,"0100187","05","1","03"
"010019101101","010019101","0100191011","1","","1","55","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0003","00007",556,"0100191","01","1","01"
"010019101102","010019101","0100191011","2","","2","54","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0003","00007",556,"0100191","01","1","02"
"010019101103","010019101","0100191011","3","","2","21","1","1","1","1","1","1","1","1","","3","09","","","2","01","01","01","1","2","0003","00007",556,"0100191","01","1","03"
"010019101104","010019101","0100191011","5","","1","18","1","1","1","1","1","1","1","1","","3","09","","","2","01","01","01","1","2","0003","00007",556,"0100191","01","1","04"
"010019102101","010019102","0100191021","1","","2","53","2","2","2","2","1","2","2","2","","3","02","","","","","01","01","1","2","0003","00007",556,"0100191","02","1","01"
"010019102201","010019102","0100191022","1","","1","28","2","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0003","00007",556,"0100191","02","2","01"
"010019102202","010019102","0100191022","2","","2","26","2","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0003","00007",556,"0100191","02","2","02"
"010019102203","010019102","0100191022","3","","1","05","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0003","00007",556,"0100191","02","2","03"
"010019103101","010019103","0100191031","1","","2","41","1","1","1","1","1","1","1","1","","3","01","","","","","01","01","1","2","0003","00007",556,"0100191","03","1","01"
"010019103102","010019103","0100191031","3","","1","17","1","1","1","1","1","1","1","1","","3","01","","","2","01","01","01","1","2","0003","00007",556,"0100191","03","1","02"
"010019104101","010019104","0100191041","1","","1","48","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0003","00007",556,"0100191","04","1","01"
"010019104102","010019104","0100191041","2","","2","47","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0003","00007",556,"0100191","04","1","02"
"010019104103","010019104","0100191041","3","","2","26","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0003","00007",556,"0100191","04","1","03"
"010019105101","010019105","0100191051","1","","1","56","2","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0003","00007",556,"0100191","05","1","01"
"010019105102","010019105","0100191051","2","","2","56","2","2","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0003","00007",556,"0100191","05","1","02"
"010019105104","010019105","0100191051","3","","1","25","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0003","00007",556,"0100191","05","1","04"
"010019105103","010019105","0100191051","3","","2","29","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0003","00007",556,"0100191","05","1","03"
"010021102101","010021102","0100211021","1","","2","47","1","2","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0003","00008",535,"0100211","02","1","01"
"010021102102","010021102","0100211021","3","","2","27","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0003","00008",535,"0100211","02","1","02"
"010021102103","010021102","0100211021","3","","1","20","1","1","1","1","1","1","1","1","","3","09","","","2","01","01","01","1","2","0003","00008",535,"0100211","02","1","03"
"010021102104","010021102","0100211021","5","","2","19","1","1","1","1","1","1","1","1","","3","09","","","2","01","01","01","1","2","0003","00008",535,"0100211","02","1","04"
"010021103101","010021103","0100211031","1","","2","44","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0003","00008",535,"0100211","03","1","01"
"010021103103","010021103","0100211031","3","","1","21","1","1","1","1","1","1","1","1","","3","09","","","2","01","01","01","1","2","0003","00008",535,"0100211","03","1","03"
"010021103102","010021103","0100211031","3","","1","28","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0003","00008",535,"0100211","03","1","02"
"010021103104","010021103","0100211031","6","","2","71","2","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0003","00008",535,"0100211","03","1","04"
"010021103105","010021103","0100211031","7","403","1","49","1","1","2","4","4","3","1","2","1","1","02","","","","","01","01","1","2","0003","00008",535,"0100211","03","1","05"
"010021104101","010021104","0100211041","1","","2","72","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0003","00008",535,"0100211","04","1","01"
"010021104103","010021104","0100211041","3","","1","34","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0003","00008",535,"0100211","04","1","03"
"010021104102","010021104","0100211041","3","","2","37","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0003","00008",535,"0100211","04","1","02"
"010021105101","010021105","0100211051","1","","1","77","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0003","00008",535,"0100211","05","1","01"
"010021105102","010021105","0100211051","2","","2","74","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0003","00008",535,"0100211","05","1","02"
"010022101101","010022101","0100221011","1","","1","54","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00009",501,"0100221","01","1","01"
"010022101102","010022101","0100221011","2","","2","50","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00009",501,"0100221","01","1","02"
"010022102101","010022102","0100221021","1","","2","44","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00009",501,"0100221","02","1","01"
"010022102102","010022102","0100221021","3","","2","21","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0001","00009",501,"0100221","02","1","02"
"010022102103","010022102","0100221021","3","","2","20","1","1","1","1","1","1","1","1","","3","03","","","2","01","01","01","1","2","0001","00009",501,"0100221","02","1","03"
"010022102104","010022102","0100221021","4","","2","03","1","1","1","1","1","1","1","1","","3","09","2","6","","","01","01","1","2","0001","00009",501,"0100221","02","1","04"
"010022103101","010022103","0100221031","1","","1","55","2","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0001","00009",501,"0100221","03","1","01"
"010022103102","010022103","0100221031","2","","2","56","2","2","2","2","1","1","1","1","","3","09","","","","","01","01","1","2","0001","00009",501,"0100221","03","1","02"
"010022103103","010022103","0100221031","3","","1","34","1","1","1","1","1","1","1","2","","3","09","","","","","01","01","1","2","0001","00009",501,"0100221","03","1","03"
"010022104101","010022104","0100221041","1","","1","50","2","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00009",501,"0100221","04","1","01"
"010022104102","010022104","0100221041","2","","2","49","2","1","1","2","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00009",501,"0100221","04","1","02"
"010022104103","010022104","0100221041","3","","2","23","2","1","1","1","1","1","1","1","","3","03","","","2","01","01","01","1","2","0001","00009",501,"0100221","04","1","03"
"010022104104","010022104","0100221041","4","","1","09","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0001","00009",501,"0100221","04","1","04"
"010022105101","010022105","0100221051","1","","1","32","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00009",501,"0100221","05","1","01"
"010022105102","010022105","0100221051","2","","2","32","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00009",501,"0100221","05","1","02"
"010022105103","010022105","0100221051","3","","1","15","1","1","1","1","1","1","1","1","","3","03","","","2","10","01","01","1","2","0001","00009",501,"0100221","05","1","03"
"010022105104","010022105","0100221051","3","","1","14","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0001","00009",501,"0100221","05","1","04"
"010025401101","010025401","0100254011","1","","1","50","1","1","1","1","1","1","1","1","","3","08","","","","","01","01","1","2","0001","00010",518,"0100254","01","1","01"
"010025401102","010025401","0100254011","2","","2","51","1","1","1","1","1","1","1","1","","3","08","","","","","01","01","1","2","0001","00010",518,"0100254","01","1","02"
"010025402101","010025402","0100254021","1","","1","73","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0001","00010",518,"0100254","02","1","01"
"010025402102","010025402","0100254021","2","","2","67","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0001","00010",518,"0100254","02","1","02"
"010025402105","010025402","0100254021","3","","1","44","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0001","00010",518,"0100254","02","1","05"
"010025402103","010025402","0100254021","3","","1","51","1","1","1","1","1","2","2","2","","3","09","","","","","01","01","1","2","0001","00010",518,"0100254","02","1","03"
"010025402104","010025402","0100254021","3","","2","45","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0001","00010",518,"0100254","02","1","04"
"010025402107","010025402","0100254021","3","","1","33","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0001","00010",518,"0100254","02","1","07"
"010025402106","010025402","0100254021","3","","2","43","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0001","00010",518,"0100254","02","1","06"
"010025403101","010025403","0100254031","1","","1","47","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00010",518,"0100254","03","1","01"
"010025403102","010025403","0100254031","2","","2","42","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00010",518,"0100254","03","1","02"
"010025403103","010025403","0100254031","3","","1","22","1","1","1","1","1","1","1","1","","3","03","","","2","01","01","01","1","2","0001","00010",518,"0100254","03","1","03"
"010025404101","010025404","0100254041","1","","1","52","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00010",518,"0100254","04","1","01"
"010025404102","010025404","0100254041","2","","2","51","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00010",518,"0100254","04","1","02"
"010025404105","010025404","0100254041","3","","1","20","1","1","1","1","1","1","1","1","","3","09","","","2","06","01","01","1","2","0001","00010",518,"0100254","04","1","05"
"010025404104","010025404","0100254041","3","","2","22","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0001","00010",518,"0100254","04","1","04"
"010025404103","010025404","0100254041","3","","1","25","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00010",518,"0100254","04","1","03"
"010025404106","010025404","0100254041","3","","2","14","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0001","00010",518,"0100254","04","1","06"
"010025405101","010025405","0100254051","1","","1","34","1","1","1","1","1","1","1","1","","3","08","","","","","01","01","1","2","0001","00010",518,"0100254","05","1","01"
"010025405102","010025405","0100254051","2","","2","27","1","1","1","1","1","1","1","1","","3","08","","","","","01","01","1","2","0001","00010",518,"0100254","05","1","02"
"010025901101","010025901","0100259011","1","","2","35","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0001","00011",505,"0100259","01","1","01"
"010025901103","010025901","0100259011","3","","1","10","1","1","1","1","1","1","1","1","","3","09","","","1","","01","01","1","2","0001","00011",505,"0100259","01","1","03"
"010025901102","010025901","0100259011","3","","1","13","1","1","1","1","1","1","1","1","","3","09","","","1","","01","01","1","2","0001","00011",505,"0100259","01","1","02"
"010025902101","010025902","0100259021","1","","1","52","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00011",505,"0100259","02","1","01"
"010025902102","010025902","0100259021","2","","2","50","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00011",505,"0100259","02","1","02"
"010025902103","010025902","0100259021","3","","1","14","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0001","00011",505,"0100259","02","1","03"
"010025903101","010025903","0100259031","1","","1","36","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00011",505,"0100259","03","1","01"
"010025903102","010025903","0100259031","2","","2","33","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00011",505,"0100259","03","1","02"
"010025903105","010025903","0100259031","3","","2","10","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0001","00011",505,"0100259","03","1","05"
"010025903106","010025903","0100259031","3","","2","07","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0001","00011",505,"0100259","03","1","06"
"010025903107","010025903","0100259031","3","","2","06","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0001","00011",505,"0100259","03","1","07"
"010025903103","010025903","0100259031","3","","2","16","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0001","00011",505,"0100259","03","1","03"
"010025903104","010025903","0100259031","3","","1","11","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0001","00011",505,"0100259","03","1","04"
"010025904101","010025904","0100259041","1","","1","70","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00011",505,"0100259","04","1","01"
"010025904102","010025904","0100259041","2","","2","65","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00011",505,"0100259","04","1","02"
"010025904104","010025904","0100259041","3","","1","38","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00011",505,"0100259","04","1","04"
"010025904103","010025904","0100259041","4","","2","24","1","1","1","1","1","1","1","1","","3","03","","","2","10","01","01","1","2","0001","00011",505,"0100259","04","1","03"
